0.393611,0.184153,-1.75224,0.727861
0.198457,0.47591,0.575486,-1.37257
0.190617,-0.629474,0.90905,0.692791
0.189911,0.247503,1.10289,-1.41661
0.202373,0.37437,-0.217244,-1.43826
0.214403,0.443,-0.737624,0.660113
0.223939,-0.796137,-0.917063,-1.41551
0.235245,-0.99391,-0.585049,-1.40575
0.444397,0.288199,-0.095531,-1.35669
0.263966,0.611608,1.20667,-1.30144
0.271859,-0.568706,0.192318,-1.22587
0.471959,-0.944066,0.955026,0.934319
0.282701,0.248994,-0.434818,0.975415
0.281192,0.619998,-0.657959,-1.13001
0.470243,0.546328,0.49686,-1.17575
0.467381,-0.835967,-0.293318,0.926477
0.267572,-0.841641,0.784872,-1.17708
0.252169,-0.518025,0.709847,-1.22319
0.242301,0.73442,-0.543927,-1.20919
0.237226,0.77262,0.247142,0.908335
0.432459,0.635458,-0.774832,0.93053
0.435059,0.43842,0.332326,0.895627
0.434004,-0.718072,0.410426,-1.27597
0.226991,-0.756625,-0.708658,0.742698
0.211359,0.366003,-0.960361,-1.3986
0.395189,0.521581,-0.969912,-1.45316
0.191707,0.390839,-0.669761,-1.44765
0.380549,0.167623,-0.344341,0.679616
0.184738,0.086927,-0.145343,-1.3782
0.183065,-0.942544,0.987958,0.709235
0.185639,-0.925817,1.01563,0.725507
0.390056,-0.671378,0.84398,-1.40997
0.403517,0.707677,0.557628,-1.4434
0.210683,-0.317536,0.338149,0.675493
0.400425,-0.539417,0.244898,0.713837
0.397713,0.624707,0.103916,-1.40947
0.393593,0.940496,-1.03955,0.646755
0.378014,0.804337,-1.01164,-1.45169
0.166197,0.479681,0.214545,0.603326
0.150623,-0.694776,-0.603486,-1.49191
0.147589,0.363324,-0.521212,0.59334
0.155128,-0.50214,0.582709,-1.49816
0.363498,0.519011,-0.324771,0.589631
0.182405,-0.622303,0.801921,0.586683
0.194149,-0.704165,-0.225588,-1.54145
0.205267,0.563392,0.720516,0.518486
0.416674,0.863398,0.597075,0.5159
0.231821,-0.363359,0.532523,-1.60317
0.239289,0.32928,-0.661001,0.470307
0.245731,0.41187,0.235905,0.475995
0.250368,-0.60692,0.364202,0.441496
0.455799,-0.77116,-0.609354,-1.6991
0.272185,-0.60508,0.309779,0.350535
0.471669,0.631207,-0.835332,-1.76106
0.47117,0.645408,-0.865259,0.312796
0.464862,-0.637105,-0.745644,0.306946
0.450022,-0.875885,-0.497395,0.279635
0.431581,-0.658302,0.764067,0.224503
0.212849,0.741406,0.903327,-1.94841
0.386521,-0.154825,-0.247586,0.101054
0.372455,0.71359,0.478682,0.0942163
0.360433,-0.471242,-0.732319,-2.02856
0.34487,0.492135,-0.725577,-2.0549
0.329371,-0.587885,0.443831,0.0823771
0.314583,-0.611075,0.64142,-1.9533
0.107102,-0.412723,0.603786,0.190427
0.294562,-0.130842,-0.707472,0.274521
0.0955314,-0.0516949,0.10511,0.316086
0.0949058,-0.06713,0.202745,-1.77562
0.301175,-0.0212558,0.423534,-1.77932
0.122468,0.0443832,-0.499296,-1.72096
0.141578,1.09015,-0.609841,-1.60974
0.15872,0.101417,0.391819,-1.48039
0.182023,-0.0184391,0.541817,0.742407
0.20878,0.88356,-0.361491,-1.24524
0.434159,-0.0136243,-0.486302,0.903115
0.458453,-0.133483,0.507863,-1.14013
0.275001,0.835862,0.614323,-1.11574
0.278153,0.940753,0.669245,1.04525
0.47418,-0.334284,-0.581174,-1.02547
0.281694,-0.736138,-0.851064,1.05655
0.282626,-0.768719,-1.00115,1.03452
0.281724,-0.548631,0.308279,-1.09706
0.480041,0.757846,0.748835,0.94597
0.486782,0.780514,0.870418,-1.17563
0.48505,0.513257,0.593299,0.867087
0.277017,-0.883289,-0.931999,0.815591
0.456857,-1.11311,-1.22552,-1.37528
0.244853,0.248876,0.0337948,-1.431
0.232233,-0.420926,0.589915,-1.44952
0.22729,0.640271,1.00987,-1.4315
0.427696,-0.556842,0.90443,-1.37368
0.240567,-0.614397,0.442557,-1.29631
0.438661,-0.496659,-1.02309,0.857572
0.436745,0.794976,-1.13783,0.913917
0.231996,0.978113,-0.899513,0.907993
0.217888,-0.299386,0.521287,0.865788
0.406108,0.491128,-0.271528,0.784003
0.408936,0.583056,-0.329109,0.691673
0.207073,0.60919,0.660612,0.59584
0.389446,0.298843,0.77087,-1.58995
0.18872,-0.891204,0.758661,-1.67278
0.381778,-0.876547,0.595001,0.410716
0.185281,-0.578892,-0.698185,-1.68109
0.379107,-0.431465,0.210945,-1.67186
0.17972,0.722726,-0.758669,0.465361
0.374177,-0.245327,0.409677,-1.58103
0.374468,-0.376542,-0.490529,0.540381
0.179507,-0.312054,-0.493165,-1.5218
0.368496,0.975249,0.577935,0.581443
0.366272,-0.00929803,0.696971,0.619316
0.16622,-0.250851,-0.380075,0.604474
0.357313,-0.207191,0.416277,-1.53001
0.355528,0.0166481,0.281575,0.529402
0.352472,1.1433,-0.760519,0.53923
0.149908,-0.0343102,-0.780864,-1.58157
0.335865,0.737229,-0.659718,0.489658
0.136845,0.643875,0.718762,-1.59508
0.334875,0.55257,0.97964,-1.59809
0.340865,0.228021,-0.113663,-1.56335
0.349731,0.0607766,-0.479915,-1.50038
0.348668,-1.10408,-0.624872,0.674322
0.144138,-0.147858,0.612868,0.768041
0.334795,0.0749586,-0.161285,-1.28919
0.33555,0.256171,0.921663,0.811942
