0.0310871,-0.0333299,0.351481,-0.0152703,-0.0135407,-0.0391138
0.031488,-0.0332975,0.351286,-0.0161814,-0.0220752,-0.0371771
0.0310637,-0.033199,0.352585,-0.0339117,-0.0846973,-0.0248667
0.0296436,-0.0328605,0.354039,-0.0083516,-0.144013,-0.0237729
0.0275068,-0.0327649,0.352888,-0.0158292,-0.103951,-0.0135525
0.0248992,-0.0329891,0.348526,0.015996,0.0278976,-0.016974
0.0230626,-0.0333613,0.342029,0.0597359,0.131365,-0.0266982
0.0219398,-0.0350566,0.334137,0.120586,0.133073,-0.0325721
0.0219258,-0.037565,0.32427,0.0709353,0.020846,-0.0602838
0.0219797,-0.0401967,0.312084,-0.0741478,-0.124098,-0.0871384
0.0206961,-0.0423389,0.299213,-0.154716,-0.229992,-0.0952721
0.0170536,-0.0428868,0.286381,-0.0822481,-0.243944,-0.12079
0.011,-0.0422019,0.272634,-0.0268255,-0.161721,-0.150193
0.00313368,-0.0402475,0.259238,-0.0225582,-0.0432331,-0.154983
-0.00533799,-0.0369153,0.248191,-0.0475013,0.0349846,-0.159186
-0.0135024,-0.03406,0.239576,0.0317808,0.0246315,-0.169641
-0.0212279,-0.0319371,0.23301,0.0788006,0.00515147,-0.180133
-0.0285365,-0.0304842,0.229903,0.0218353,-0.00482434,-0.174379
-0.0351953,-0.0293297,0.229433,-0.08029,0.0291089,-0.178982
-0.0403748,-0.0281522,0.229997,-0.110062,0.105307,-0.194926
-0.0437584,-0.0266745,0.231793,-0.0251669,0.140718,-0.204482
-0.0450474,-0.0253962,0.233788,0.0768621,0.133076,-0.187832
-0.0444947,-0.0253461,0.23706,0.111754,0.0786823,-0.164893
-0.0425548,-0.0277001,0.243141,0.0987996,0.0391684,-0.140595
-0.0391686,-0.0317033,0.251648,0.0391124,0.0637712,-0.119178
-0.0348586,-0.0365328,0.262457,-0.0445184,0.0535101,-0.0912622
-0.0301965,-0.0419166,0.274826,-0.0130843,-0.020024,-0.0812009
-0.0257526,-0.0478401,0.2877,0.0742921,-0.110647,-0.0886038
-0.022712,-0.0545625,0.299432,0.101994,-0.175267,-0.0955277
-0.0219667,-0.0620154,0.310297,0.0833487,-0.195958,-0.0893707
-0.0235185,-0.0709045,0.319523,0.0680425,-0.178043,-0.0829117
-0.0265836,-0.0800778,0.324913,-0.00777545,-0.0961217,-0.0596829
-0.0303779,-0.0882984,0.326363,-0.0485969,0.0200976,-0.0429356
-0.0336112,-0.0950417,0.32713,-0.165791,0.11188,-0.0566731
-0.0352264,-0.10029,0.329521,-0.1017,0.148309,-0.0650687
-0.0344003,-0.103586,0.331879,-0.111076,0.161197,-0.0537546
-0.0306482,-0.104341,0.334648,-0.172321,0.164296,-0.0375536
-0.0239308,-0.103077,0.340171,-0.165115,0.145373,-0.0206112
-0.0148466,-0.100255,0.348848,-0.0631242,0.0708586,-0.00550355
-0.00461344,-0.0962646,0.359912,0.0553591,-0.0395448,0.000352999
0.00546821,-0.093239,0.370374,0.0671292,-0.0858878,0.0109534
0.0145979,-0.0906828,0.378055,-0.0207829,-0.0976652,0.0180945
0.0222016,-0.0885568,0.382549,-0.0427168,-0.133173,0.0330172
0.0286664,-0.0867253,0.383798,-0.0103249,-0.147901,0.0429714
0.0331499,-0.0848489,0.382798,0.0465001,-0.150043,0.0609339
0.0362193,-0.0832887,0.37968,-0.0144822,-0.104193,0.0893497
0.0378826,-0.0812298,0.373604,-0.135139,-0.0616363,0.0991537
0.0386694,-0.0789517,0.366073,-0.143041,-0.0300515,0.115173
0.0394692,-0.0757819,0.358701,-0.00674864,0.013942,0.126568
0.0406774,-0.0725443,0.350452,0.0875843,0.0600644,0.128776
0.0423216,-0.070169,0.341538,0.094402,0.0444784,0.136654
0.0449182,-0.0687298,0.330825,0.0838944,0.01042,0.146077
0.048466,-0.0684081,0.318299,0.0024068,0.0315543,0.167371
0.0526039,-0.0682525,0.30607,-0.0526303,0.0400978,0.174356
0.057429,-0.0677393,0.295116,-0.0764031,0.0422779,0.187006
0.0628845,-0.0666389,0.287081,-0.0131484,-0.0012341,0.190472
0.0679023,-0.0655948,0.283387,0.0648539,-0.088511,0.202698
0.0713003,-0.0652616,0.283646,0.0090676,-0.1613,0.218488
0.0719425,-0.0654466,0.287865,-0.11712,-0.191691,0.248232
0.0698132,-0.0646551,0.295322,-0.186339,-0.151265,0.271289
0.0655501,-0.0625713,0.30469,-0.143639,-0.0309905,0.265148
0.0604989,-0.0586565,0.315685,-0.0610996,0.0816667,0.270518
0.0562882,-0.0536566,0.329116,0.0120879,0.126671,0.279024
0.053948,-0.0488078,0.344375,0.0310689,0.0908753,0.271227
0.0529024,-0.0443478,0.361472,0.0446892,-0.00881025,0.242397
0.0524315,-0.0405475,0.378805,0.0102105,-0.0725248,0.218197
0.0521365,-0.036957,0.395617,-0.0860677,-0.0337131,0.192959
0.0517914,-0.0324921,0.410707,-0.13655,0.0599582,0.172519
0.0519881,-0.0270435,0.424423,-0.137534,0.10004,0.162479
0.0524708,-0.0200098,0.435446,-0.119787,0.0924734,0.166522
0.0538541,-0.0116317,0.441606,-0.126056,0.0590501,0.149993
