0.375392,-0.270134,-1.37301,-0.1249
0.284815,0.0329531,-0.0143677,-0.129801
0.280789,0.102143,0.148106,-0.136544
0.277107,0.0546543,0.280929,-0.13686
0.275543,0.0568991,0.205857,-0.136858
0.275108,0.0138844,0.0867683,-0.142559
0.273875,0.0277184,0.0373397,-0.143836
0.273137,0.0511365,0.0714732,-0.149597
0.27429,0.0141111,0.0880065,-0.146972
0.277188,0.00497157,0.0582474,-0.146266
0.277847,-0.00135348,0.0163497,-0.140855
0.279887,-0.0554893,0.00441723,-0.123036
0.282398,-0.0029118,0.0158447,-0.128146
0.283014,0.0214297,0.00865926,-0.120222
0.284981,0.0318771,0.00772471,-0.122168
0.286186,0.0313586,-0.00857667,-0.122463
0.286639,0.0124035,-0.00258873,-0.116872
0.287867,0.0284845,0.006892,-0.113976
0.288249,0.0143566,0.0100847,-0.112641
0.288743,0.0682074,-0.0144136,-0.114333
0.288562,-0.0206973,-0.0387855,-0.0979273
0.288432,-0.0151882,-0.0192942,-0.105777
0.28829,0.0313899,-0.0127838,-0.114839
0.287657,0.0257669,-0.0197209,-0.113293
0.287249,-0.00468054,-0.0169555,-0.111104
0.28632,-0.0119023,-0.00947823,-0.117675
0.285936,-0.0543142,-0.00464718,-0.0983936
0.285456,-0.0219823,0.00717536,-0.110877
0.285367,0.0259071,0.00121411,-0.117974
0.284933,0.0299458,0.00476291,-0.118957
0.284487,-0.0148906,6.75619e-05,-0.10329
0.285085,0.00595651,0.00555252,-0.114103
0.284841,0.023445,0.0123772,-0.115185
0.284135,0.0121342,0.0134895,-0.123709
0.284441,-0.0132922,0.0158569,-0.121058
0.284678,-0.0228749,0.0253689,-0.120444
0.284333,-0.0136077,0.0289318,-0.129983
0.284697,-0.0156675,0.0222827,-0.124582
0.285023,-0.0164439,0.0147291,-0.124877
0.284461,-0.0133966,-0.00234038,-0.133307
0.284712,-0.0141341,-0.00858702,-0.130595
0.284695,0.000542119,0.00502972,-0.131575
0.284444,-0.00759056,0.0118661,-0.123743
0.28441,0.00804031,0.0117154,-0.132299
0.28471,0.0126182,0.00373352,-0.133548
0.283973,0.00230358,-0.00487141,-0.135314
0.284186,0.00796589,0.00289801,-0.137873
0.283946,0.0187534,0.0166188,-0.138515
0.283783,-0.0059755,0.01793,-0.125035
0.284223,0.0201356,0.0158182,-0.139509
0.284234,0.0341659,-0.004485,-0.143534
0.284023,0.0167546,-0.0146362,-0.140998
0.284058,0.0146259,-0.0051422,-0.14369
0.283732,-0.0141754,-0.00380836,-0.137029
0.284135,0.00195013,0.0041393,-0.145575
0.284437,0.0126715,0.000736855,-0.14333
0.28386,-0.00786231,-0.00574799,-0.138485
0.284077,0.00255393,-0.00260832,-0.143619
0.283916,0.0131686,0.00424924,-0.138903
0.283184,-0.0129131,0.00977159,-0.129955
0.283637,0.00136,0.0136793,-0.138468
0.284007,0.00727025,0.0070947,-0.132744
0.283187,-0.00430331,-0.0087257,-0.131118
