0.0326572,-0.0112019,0.358814,-0.00643825,-0.0155251,0.0266993
0.0324934,-0.0112755,0.359155,-0.00653542,-0.0210814,0.0306205
0.0318366,-0.011009,0.361133,-0.022858,-0.0562555,0.0348333
0.0307985,-0.0108861,0.364872,-0.0227547,-0.0730593,0.0388022
0.0292429,-0.0105458,0.369042,-0.0104779,-0.0477232,0.0404081
0.027057,-0.0101975,0.373196,-0.0133402,-0.0176653,0.0417198
0.0249464,-0.0095372,0.376903,-0.00893297,-0.00790657,0.0385344
0.0226395,-0.00916348,0.379953,-0.00047,-0.013818,0.0391656
0.0203671,-0.00894955,0.382015,-0.00538152,-0.0155728,0.0382569
0.0185157,-0.00839237,0.382656,-0.00862294,-0.00873492,0.0358343
0.01655,-0.00823983,0.382454,0.00354388,0.000796735,0.0308383
0.0149896,-0.00805494,0.380992,0.00603669,-0.000376454,0.0303123
0.0134586,-0.00813962,0.379168,-0.00040589,-0.0014946,0.0300256
0.0123824,-0.00811694,0.376647,-0.00129437,-0.000304264,0.02794
0.0113269,-0.00816428,0.373993,-0.00117694,0.00369337,0.0274478
0.0107391,-0.00848783,0.371226,-0.00839589,0.0036222,0.0272092
0.0104222,-0.0087015,0.36856,-0.0117861,-0.00132006,0.0255943
0.010259,-0.00909334,0.366138,-0.00891196,-0.00374971,0.0273267
0.0104037,-0.0092601,0.363854,-0.000238314,-0.0048119,0.0228048
0.0106369,-0.00969712,0.361803,-0.00575147,-0.000255352,0.0233528
0.0111084,-0.0102352,0.360166,-0.00780928,4.36756e-05,0.0240843
0.0117387,-0.0106245,0.3588,0.00137135,-0.00220483,0.0210926
0.0124399,-0.0110726,0.357879,-0.00202452,-0.00536295,0.0209105
0.013362,-0.0117378,0.357144,-0.0126982,-0.00785413,0.0224006
0.0144855,-0.0122878,0.356728,-0.00884726,-0.00941485,0.0228799
0.0155612,-0.0126633,0.356723,-0.00688669,-0.0111815,0.0206032
0.016573,-0.0134261,0.356809,-0.00472636,-0.0118273,0.0219061
0.017822,-0.0138903,0.356848,-0.0134583,-0.0116367,0.0201488
0.0190145,-0.0143185,0.357141,-0.0107377,-0.0124845,0.0190545
0.0201443,-0.0148332,0.357403,-0.00898442,-0.0169407,0.021679
0.0212586,-0.0154195,0.357672,-0.00712174,-0.0164156,0.0203526
0.022334,-0.0158108,0.357879,-0.0136069,-0.0159517,0.0183054
0.0232887,-0.0163429,0.358168,-0.0104732,-0.014786,0.0189161
0.0242538,-0.0165989,0.358339,-0.0144598,-0.0161273,0.0177323
0.0251962,-0.0169968,0.358445,-0.00999922,-0.0189806,0.018106
0.0259731,-0.017386,0.358599,-0.0106082,-0.0219485,0.0170287
0.0266452,-0.0177125,0.35855,-0.0115408,-0.0233085,0.0153558
0.0272141,-0.0179411,0.358441,-0.00439351,-0.0180113,0.0119973
0.0276593,-0.0183403,0.358218,-0.01136,-0.0165147,0.0129947
0.0279785,-0.0185976,0.358195,-0.0159499,-0.0163676,0.0138115
0.0283038,-0.0187261,0.358055,-0.0139316,-0.0169728,0.0115391
0.0285475,-0.0189204,0.357882,-0.0127742,-0.0149352,0.0113411
0.0287301,-0.0190364,0.357877,-0.0086915,-0.0118437,0.00950281
0.0289068,-0.0193283,0.357827,-0.0108828,-0.0134975,0.0112445
0.0290791,-0.0194921,0.357837,-0.0123098,-0.0168586,0.0110421
0.0292135,-0.0196088,0.357996,-0.00781689,-0.0155867,0.0102183
0.0293315,-0.0198968,0.357949,-0.00744357,-0.0149263,0.0109233
0.0293234,-0.0201772,0.357999,-0.00858691,-0.0095159,0.0124827
0.0294666,-0.0203287,0.35799,-0.00933325,-0.00920399,0.0110569
0.0295367,-0.0205442,0.358188,-0.0100386,-0.00961945,0.0126655
0.0297571,-0.0205613,0.358307,-0.00829999,-0.0123955,0.0114103
0.029954,-0.020656,0.358475,-0.013037,-0.0135033,0.0137977
0.0302541,-0.0205543,0.358654,-0.0104309,-0.0154993,0.0124204
0.0304265,-0.0206124,0.35876,-0.0120739,-0.0141201,0.0134039
0.0306142,-0.0205903,0.358798,-0.00995643,-0.0115028,0.0117694
0.0307976,-0.020639,0.35881,-0.0121389,-0.010325,0.0121021
0.0310418,-0.0205482,0.358902,-0.0106594,-0.01152,0.0105594
0.0312684,-0.0205159,0.358954,-0.0110963,-0.0139261,0.0104798
0.0315353,-0.0203343,0.359071,-0.00576256,-0.0149834,0.00801913
0.0317847,-0.0203758,0.359081,-0.00849442,-0.0173462,0.00923526
0.0319805,-0.0202307,0.359135,-0.00386811,-0.015843,0.00698796
0.0320982,-0.0203666,0.359003,-0.0084206,-0.0133427,0.00945791
0.0322504,-0.0203506,0.358967,-0.00805596,-0.0102387,0.00849849
0.0324085,-0.0205608,0.358958,-0.0131371,-0.0123538,0.0115451
0.0326362,-0.0205579,0.359067,-0.00882907,-0.0134926,0.00985691
0.032957,-0.0207424,0.359106,-0.0101934,-0.0143896,0.0108379
